Filename,Contour,Center X,Center Y,Radius,Diameter,mean_intensity,Bounding Box X Center,Bounding Box Y Center,Bounding Box Width,Bounding Box Height
33_phatquang.png,2,365,845,104.77511596679688,209.55023193359375,35.61079545454545,0.19025301933288574,0.7832286128291377,0.10914074579874672,0.19402799253110536
33_phatquang.png,3,370,534,0.7072067856788635,1.414413571357727,0.08806818181818182,0.19296875000000002,0.4949074074074074,0.0007366737350821551,0.0013096421957016213
33_phatquang.png,4,438,507,2.2361679077148438,4.4723358154296875,0.36363636363636365,0.22812500000000002,0.46944444444444444,0.0023293415705362974,0.0041410516809534115
33_phatquang.png,5,417,555,53.451011657714844,106.90202331542969,8.710227272727273,0.21718749999999998,0.5138888888888888,0.05567813714345296,0.09898335492169419
33_phatquang.png,6,829,463,9.999999747378752e-05,0.00019999999494757503,0.08806818181818182,0.4317708333333333,0.4287037037037037,1.0416666407220276e-07,1.8518518052346167e-07
33_phatquang.png,7,1684,565,139.2943115234375,278.588623046875,64.57954545454545,0.8772306442260742,0.5232730441623265,0.1450982411702475,0.2579524287471065
33_phatquang.png,8,273,501,81.66222381591797,163.32444763183594,23.5625,0.1424995263417562,0.4640822233977141,0.08506481647491455,0.1512263403998481
33_phatquang.png,9,810,408,61.57387161254883,123.14774322509766,13.4375,0.422200870513916,0.3786591706452546,0.06413944959640505,0.1140256881713867
33_phatquang.png,10,1071,344,2.5000998973846436,5.000199794769287,0.5369318181818182,0.5580729166666667,0.31851851851851853,0.002604270726442315,0.004629814624786399
33_phatquang.png,11,1106,416,80.01681518554688,160.03363037109375,18.34375,0.5765312194824219,0.3855675873933015,0.0833508491516114,0.14817928738064234
33_phatquang.png,12,723,193,1.1181340217590332,2.2362680435180664,0.17613636363636365,0.3765625,0.17916666666666667,0.0011647229393322855,0.00207061855881302
33_phatquang.png,13,791,165,9.999999747378752e-05,0.00019999999494757503,0.08806818181818182,0.4119791666666667,0.1527777777777778,1.0416666407220276e-07,1.851851804957061e-07
33_phatquang.png,14,777,130,9.999999747378752e-05,0.00019999999494757503,0.08806818181818182,0.4046875,0.12037037037037038,1.0416666401669161e-07,1.8518518050958388e-07
33_phatquang.png,15,773,118,4.778244495391846,9.556488990783691,0.18181818181818182,0.4031013170878092,0.10989057046395762,0.004977338016033173,0.0088486009173923
33_phatquang.png,16,745,154,45.629859924316406,91.25971984863281,7.9602272727272725,0.3884457270304362,0.14327563533076532,0.04753110408782962,0.08449974060058593
33_phatquang.png,17,763,109,5.852449893951416,11.704899787902832,0.17613636363636365,0.39739583333333334,0.10138888888888889,0.006096301972866036,0.010837870173984104
35_phatquang.png,0,472,855,43.19382095336914,86.38764190673828,7.78125,0.24586660067240398,0.7919878924334491,0.04499356349309286,0.07998855732105403
35_phatquang.png,1,1334,800,72.20370483398438,144.40740966796875,17.823863636363637,0.6952409108479818,0.7409112435800058,0.07521219253540035,0.1337105645073785
35_phatquang.png,2,508,712,83.6204833984375,167.240966796875,21.295454545454547,0.2647995471954346,0.6594315705475984,0.08710467020670576,0.15485274703414342
35_phatquang.png,3,1281,331,2.2361679077148438,4.4723358154296875,0.17613636363636365,0.6671875,0.30648148148148147,0.002329341570536214,0.0041410516809534115
35_phatquang.png,4,1249,344,29.309232711791992,58.618465423583984,3.803977272727273,0.6509843190511069,0.3190649809660735,0.03053045074145,0.054276356873688925
35_phatquang.png,5,366,216,9.999999747378752e-05,0.00019999999494757503,0.08806818181818182,0.190625,0.2,1.0416666404444719e-07,1.851851804957061e-07
35_phatquang.png,6,350,244,38.07838439941406,76.15676879882812,5.670454545454546,0.18248958587646485,0.22642591970938225,0.03966498374938965,0.07051552666558161
35_phatquang.png,7,1485,154,9.999999747378752e-05,0.00019999999494757503,0.08806818181818182,0.7734375,0.1425925925925926,1.0416666396118046e-07,1.851851804957061e-07
35_phatquang.png,8,1543,100,8.514793395996094,17.029586791992188,1.2613636363636365,0.80390625,0.09305555555555556,0.008869576454162531,0.015768135918511283
35_phatquang.png,9,1531,97,2.5000998973846436,5.000199794769287,0.17613636363636365,0.7973958333333333,0.09027777777777778,0.002604270726442315,0.004629814624786371
35_phatquang.png,10,1537,92,1.1181340217590332,2.2362680435180664,0.09090909090909091,0.8005208333333333,0.08564814814814814,0.001164722939332341,0.002070618558813034
35_phatquang.png,11,1521,125,44.287540435791016,88.57508087158203,5.034090909090909,0.7924974441528321,0.11640424375180844,0.04613285462061556,0.08201396376998336
37_phatquang.png,0,1480,1079,71.5000991821289,143.0001983642578,21.985795454545453,0.77109375,0.999074074074074,0.07447926998138432,0.13240759107801636
37_phatquang.png,1,145,1011,61.579833984375,123.15966796875,14.031339031339032,0.07575929164886475,0.9368972778320312,0.06414566040039063,0.11403672960069455
37_phatquang.png,2,616,963,48.54495620727539,97.08991241455078,8.65625,0.3209336598714193,0.8917472556785301,0.0505676627159119,0.08989806705051007
37_phatquang.png,3,1222,862,89.82317352294922,179.64634704589844,27.25,0.6369345347086588,0.7986862182617187,0.09356580575307205,0.16633921022768372
